genes	Diff1	Diff2
AMBRA1	-0.168395801	-0.168395801
AMD1	-0.0528917	-0.0528917
AMDHD1	0.086543042	0.086543042
AMDHD2	0.020390864	0.020390864
AMER1	0.041996712	0.041996712
AMER2	0.002311416	0.002311416
AMFR	-0.013689066	-0.013689066
AMH	0.034117954	0.034117954
AMHR2	-0.043924078	-0.043924078
AMIGO1	0.442242217	0.442242217
AMIGO2	-0.005806631	-0.005806631
AMIGO3	-0.362340825	-0.362340825
AMMECR1	0.094136354	0.094136354
AMMECR1L	0.010944957	0.010944957
AMN	0.125609468	0.125609468
AMN1	0.091114298	0.091114298
AMOT	-0.125391611	-0.125391611
AMOTL1	-0.401210242	-0.401210242
AMOTL2	-0.309601999	-0.309601999
AMPD1	0.068784137	0.068784137
AMPD2	-0.190470797	-0.190470797
AMPD3	0.799231072	0.799231072
AMPH	-0.014010711	-0.014010711
AMT	-0.408729075	-0.408729075
AMTN	0.273270872	0.273270872
AMZ1	0.230316262	0.230316262
AMZ2	0.01599608	0.01599608
ANAPC1	-0.342104845	-0.342104845
ANAPC10	-0.122894093	-0.122894093
ANAPC11	0.089319746	0.089319746
ANAPC13	0.115535647	0.115535647
ANAPC15	-0.126598308	-0.126598308
ANAPC16	-0.335750127	-0.335750127
ANAPC2	0.031082997	0.031082997
ANAPC4	-0.076468349	-0.076468349
ANAPC5	-0.126510759	-0.126510759
ANAPC7	-0.09863824	-0.09863824
ANG	0.917318246	0.917318246
ANGEL1	-0.142239315	-0.142239315
ANGEL2	0.019888768	0.019888768
ANGPT1	0.447986361	0.447986361
ANGPT2	-0.181555592	-0.181555592
ANGPT4	0.08480826	0.08480826
ANGPTL1	-0.035544017	-0.035544017
ANGPTL2	-0.141932682	-0.141932682
ANGPTL3	0.157191752	0.157191752
ANGPTL4	0.981294547	0.981294547
ANGPTL6	0.259300466	0.259300466
ANGPTL7	-0.145234784	-0.145234784
ANGPTL8	0.099478331	0.099478331
ANKH	-0.099254596	-0.099254596
ANK1	0.539752822	0.539752822
ANK2	-0.059314631	-0.059314631
ANK3	0.424567398	0.424567398
ANKAR	-0.011731555	-0.011731555
ANKDD1A	0.257237086	0.257237086
ANKDD1B	0.161416836	0.161416836
ANKEF1	-0.119987628	-0.119987628
ANKFN1	-0.40436654	-0.40436654
ANKFY1	0.04113012	0.04113012
ANKHD1	-0.318531985	-0.318531985
ANKIB1	-0.143676543	-0.143676543
ANKK1	0.014080023	0.014080023
ANKLE1	-0.057022353	-0.057022353
ANKLE2	-0.010872478	-0.010872478
ANKMY1	0.112415403	0.112415403
ANKMY2	0.084637837	0.084637837
ANKRA2	0.15922976	0.15922976
ANKRD1	-0.840371093	-0.840371093
ANKRD10	-0.29147295	-0.29147295
ANKRD11	-0.40673223	-0.40673223
ANKRD12	-0.290412858	-0.290412858
ANKRD13A	-0.068298097	-0.068298097
ANKRD13B	-0.372931042	-0.372931042
ANKRD13C	0.038205035	0.038205035
ANKRD13D	0.312162388	0.312162388
ANKRD16	-0.147527143	-0.147527143
ANKRD17	-0.175980285	-0.175980285
ANKRD2	-0.465287548	-0.465287548
ANKRD22	0.0772257	0.0772257
ANKRD23	-0.362187938	-0.362187938
ANKRD24	0.005171109	0.005171109
ANKRD26	-0.059724931	-0.059724931
ANKRD27	-0.218290493	-0.218290493
ANKRD28	-0.165268709	-0.165268709
ANKRD29	-0.112141613	-0.112141613
ANKRD31	0.01047816	0.01047816
ANKRD33	-0.019726729	-0.019726729
ANKRD33B	0.299922061	0.299922061
ANKRD34A	-0.181740416	-0.181740416
ANKRD34B	0.015991627	0.015991627
ANKRD34C	-0.00865059	-0.00865059
ANKRD35	0.410142378	0.410142378
ANKRD37	0.116212298	0.116212298
ANKRD39	-0.196280163	-0.196280163
ANKRD40	-0.060949165	-0.060949165
ANKRD40CL	0.135393245	0.135393245
ANKRD42	0.004205759	0.004205759
ANKRD44	0.028242367	0.028242367
ANKRD45	0.112370303	0.112370303
ANKRD46	-0.014442901	-0.014442901
ANKRD49	-0.184894476	-0.184894476
ANKRD50	0.025012596	0.025012596
ANKRD52	-0.473078291	-0.473078291
ANKRD53	-0.133577552	-0.133577552
ANKRD54	-0.049663191	-0.049663191
ANKRD55	0.039763711	0.039763711
ANKRD6	0.085464365	0.085464365
ANKRD61	-0.000405814	-0.000405814
ANKRD63	0.007072941	0.007072941
ANKRD66	0.17837064	0.17837064
ANKRD7	0.113730993	0.113730993
ANKRD9	0.137545594	0.137545594
ANKS1A	-0.318681406	-0.318681406
ANKS1B	-0.087890276	-0.087890276
ANKS3	-0.126642795	-0.126642795
ANKS4B	0.022709383	0.022709383
ANKS6	-0.14918716	-0.14918716
ANKUB1	0.017597332	0.017597332
ANKZF1	-0.050652209	-0.050652209
ANLN	-0.281903853	-0.281903853
ANO1	-0.489422647	-0.489422647
ANO10	-0.034228068	-0.034228068
ANO2	-0.033638961	-0.033638961
ANO3	0.031632609	0.031632609
ANO4	0.257118206	0.257118206
ANO5	0.036362147	0.036362147
ANO6	-0.144215778	-0.144215778
ANO7	0.037077836	0.037077836
ANO8	-0.183150898	-0.183150898
ANO9	-0.062571244	-0.062571244
ANP32A	0.049686025	0.049686025
ANP32B	-0.237019883	-0.237019883
ANP32E	-0.213168309	-0.213168309
ANPEP	1.05803104	1.05803104
ANTKMT	-0.018645644	-0.018645644
ANTXR1	-0.194686077	-0.194686077
ANTXR2	-0.069413048	-0.069413048
ANXA1	0.32400459	0.32400459
ANXA11	0.059179505	0.059179505
ANXA2	0.407069373	0.407069373
ANXA3	0.981286347	0.981286347
ANXA4	0.46678108	0.46678108
ANXA5	0.238011017	0.238011017
ANXA6	0.183590076	0.183590076
ANXA7	0.30938856	0.30938856
ANXA8	-0.510713371	-0.510713371
ANXA9	0.305179926	0.305179926
AOAH	1.088802835	1.088802835
AOC1	-0.001576323	-0.001576323
AOC2	-0.395114409	-0.395114409
AOC3	0.574170897	0.574170897
AOPEP	0.374480709	0.374480709
AOX1	0.386441662	0.386441662
AOX2P	-0.016332607	-0.016332607
AOX3P	0.595267347	0.595267347
AP1AR	0.264740085	0.264740085
AP1B1	-0.022248986	-0.022248986
AP1G1	-0.037995741	-0.037995741
AP1G2	0.055301573	0.055301573
AP1M1	-0.104938482	-0.104938482
AP1M2	0.027295595	0.027295595
AP1S1	-0.095015767	-0.095015767
AP1S2	0.087629646	0.087629646
AP1S3	0.038084409	0.038084409
AP2A1	-0.223997016	-0.223997016
AP2A2	0.05597021	0.05597021
AP2B1	-0.033867684	-0.033867684
AP2M1	0.028466987	0.028466987
AP2S1	0.092291096	0.092291096
AP3B1	-0.108322682	-0.108322682
AP3B2	-0.029068788	-0.029068788
AP3D1	-0.161278824	-0.161278824
AP3M1	-0.135322283	-0.135322283
AP3M2	0.229228976	0.229228976
AP3S1	0.105770796	0.105770796
AP3S2	-0.158507393	-0.158507393
AP4B1	0.023674584	0.023674584
AP4E1	-0.309286201	-0.309286201
AP4M1	-0.159177442	-0.159177442
AP4S1	-0.006599248	-0.006599248
AP5B1	0.044722738	0.044722738
AP5M1	0.049059763	0.049059763
AP5S1	0.1896794	0.1896794
AP5Z1	-0.08282624	-0.08282624
APAF1	-0.25295517	-0.25295517
APBA1	0.308000636	0.308000636
APBA2	0.066507481	0.066507481
APBA3	0.007220085	0.007220085
APBB1	0.157761642	0.157761642
APBB1IP	0.870963024	0.870963024
APBB2	-0.051833368	-0.051833368
APBB3	0.005629706	0.005629706
APC	-0.449602707	-0.449602707
APC2	0.043299106	0.043299106
APCDD1	0.318340149	0.318340149
APEH	-0.003516389	-0.003516389
APELA	-0.073934442	-0.073934442
APEX1	-0.360917426	-0.360917426
APEX2	0.088173958	0.088173958
APH1A	0.036241415	0.036241415
APH1B	0.161131223	0.161131223
API5	-0.171717016	-0.171717016
APIP	0.143173228	0.143173228
APLF	-0.176479064	-0.176479064
APLN	0.488982595	0.488982595
APLNR	0.104695199	0.104695199
APLP1	0.054987786	0.054987786
APLP2	-0.015310591	-0.015310591
APMAP	-0.156033796	-0.156033796
APOA1	-0.156046607	-0.156046607
APOA2	-0.118518257	-0.118518257
APOA4	-0.02899479	-0.02899479
APOA5	0.018229254	0.018229254
APOB	0.001794412	0.001794412
APOBEC1	0.817116662	0.817116662
APOBEC2	0.409717898	0.409717898
APOBR	0.714147647	0.714147647
APOC1	0.097371847	0.097371847
APOC2	0.299062082	0.299062082
APOC3	-0.109987426	-0.109987426
APOD	1.668947033	1.668947033
APOE	0.120270736	0.120270736
APOF	0.076615278	0.076615278
APOH	0.034375881	0.034375881
APOL1	-0.039678526	-0.039678526
APOL6	0.835689625	0.835689625
APOL2	0.541041135	0.541041135
APOLD1	-0.174984806	-0.174984806
APOM	-0.097660568	-0.097660568
APONP	0.045999102	0.045999102
APOO	-0.022652939	-0.022652939
APOOL	0.427806673	0.427806673
APP	0.243980164	0.243980164
APPBP2	0.00334305	0.00334305
APPL1	0.031825623	0.031825623
APPL2	-0.014268231	-0.014268231
APRT	-0.329618098	-0.329618098
APTX	0.164876484	0.164876484
AQP1	-0.113585541	-0.113585541
AQP11	-0.159274266	-0.159274266
AQP2	-0.031922358	-0.031922358
AQP3	-0.090414472	-0.090414472
AQP4	-0.312726664	-0.312726664
AQP5	-0.013297923	-0.013297923
AQP6	0.024945293	0.024945293
AQP7	0.394624745	0.394624745
AQP8	0.074391027	0.074391027
AQP9	0.406465045	0.406465045
AQR	-0.210839296	-0.210839296
AR	0.183941593	0.183941593
ARAF	-0.074936732	-0.074936732
ARAP1	0.479703557	0.479703557
ARAP2	0.425877933	0.425877933
ARAP3	-0.377020984	-0.377020984
ARC	0.149644365	0.149644365
ARCN1	-0.247008716	-0.247008716
AREG	0.387306138	0.387306138
AREL1	0.045462348	0.045462348
ARF1	-0.043991963	-0.043991963
ARF2P	0.019278924	0.019278924
ARF3	0.055832744	0.055832744
ARF4	0.118765814	0.118765814
ARF5	0.183352379	0.183352379
ARF6	-0.228135421	-0.228135421
ARFGAP1	-0.160431022	-0.160431022
ARFGAP2	-0.013266479	-0.013266479
ARFGAP3	0.153969503	0.153969503
ARFGEF1	-0.069217101	-0.069217101
ARFGEF2	-0.210203859	-0.210203859
ARFGEF3	-0.119452777	-0.119452777
ARFIP1	0.138697701	0.138697701
ARFIP2	-0.370591186	-0.370591186
ARFRP1	0.137899378	0.137899378
ARG1	1.673203792	1.673203792
ARG2	0.021061881	0.021061881
ARGLU1	-0.14370394	-0.14370394
ARHGAP1	-0.117880423	-0.117880423
ARHGAP10	-0.000175047	-0.000175047
ARHGAP11A	-0.402122239	-0.402122239
ARHGAP12	0.084606194	0.084606194
ARHGAP15	0.917697986	0.917697986
ARHGAP17	0.239073637	0.239073637
ARHGAP18	0.133132618	0.133132618
ARHGAP19	-0.211355772	-0.211355772
ARHGAP20	-0.2464587	-0.2464587
ARHGAP21	-0.332925463	-0.332925463
ARHGAP22	0.446446566	0.446446566
ARHGAP23	-0.121223294	-0.121223294
ARHGAP24	0.359872021	0.359872021
ARHGAP25	0.902277847	0.902277847
ARHGAP26	0.235246243	0.235246243
ARHGAP27	0.06084768	0.06084768
ARHGAP28	-0.019595906	-0.019595906
ARHGAP29	0.042528135	0.042528135
ARHGAP30	-0.149975894	-0.149975894
ARHGAP31	-0.194893681	-0.194893681
ARHGAP32	-0.253268229	-0.253268229
ARHGAP33	-0.198006837	-0.198006837
ARHGAP35	-0.350349192	-0.350349192
ARHGAP39	-0.413278296	-0.413278296
ARHGAP4	1.148838123	1.148838123
ARHGAP40	0.311716028	0.311716028
ARHGAP42	0.340843642	0.340843642
ARHGAP44	0.090495928	0.090495928
ARHGAP45	0.903795255	0.903795255
ARHGAP5	-0.164007355	-0.164007355
ARHGAP6	0.216567494	0.216567494
ARHGAP8	-0.339437357	-0.339437357
ARHGAP9	0.248990074	0.248990074
ARHGDIA	-0.132932709	-0.132932709
ARHGDIB	0.201669194	0.201669194
ARHGDIG	0.041883218	0.041883218
ARHGEF1	-0.149392336	-0.149392336
ARHGEF10	-0.190781217	-0.190781217
ARHGEF10L	0.27933828	0.27933828
ARHGEF11	-0.1447347	-0.1447347
ARHGEF12	-0.240259503	-0.240259503
ARHGEF15	0.133594258	0.133594258
ARHGEF16	-0.112367537	-0.112367537
ARHGEF17	0.008194233	0.008194233
ARHGEF18	-0.143850921	-0.143850921
ARHGEF19	0.303479121	0.303479121
ARHGEF2	-0.035620052	-0.035620052
ARHGEF25	-0.013193199	-0.013193199
ARHGEF26	-0.125220132	-0.125220132
ARHGEF28	0.211899684	0.211899684
ARHGEF3	1.1609485	1.1609485
ARHGEF33	0.130340765	0.130340765
ARHGEF37	0.039728678	0.039728678
ARHGEF38	-0.00710739	-0.00710739
ARHGEF39	-0.03968399	-0.03968399
ARHGEF4	-0.007466137	-0.007466137
ARHGEF40	-0.138357524	-0.138357524
ARHGEF5	0.242004982	0.242004982
ARHGEF6	1.121010124	1.121010124
ARHGEF7	-0.097044437	-0.097044437
ARHGEF9	0.487014032	0.487014032
ARID1A	-0.247488643	-0.247488643
ARID1B	-0.186971322	-0.186971322
ARID2	-0.335511036	-0.335511036
ARID3A	0.136416099	0.136416099
ARID3B	-0.063533602	-0.063533602
ARID3C	-0.130965809	-0.130965809
ARID4A	0.101691612	0.101691612
ARID4B	-0.021237248	-0.021237248
ARID5A	0.063220708	0.063220708
ARID5B	-0.071246911	-0.071246911
ARIH1	-0.141602087	-0.141602087
ARIH2	-0.217525552	-0.217525552
ARL1	-0.007477341	-0.007477341
ARL10	-0.474422218	-0.474422218
ARL11	0.243373879	0.243373879
ARL13B	-0.146803894	-0.146803894
ARL14EP	-0.09698459	-0.09698459
ARL14EPL	-0.017570038	-0.017570038
ARL15	-0.089870586	-0.089870586
ARL16	0.242488465	0.242488465
ARL2	0.088943055	0.088943055
ARL2BP	-0.203939053	-0.203939053
ARL3	-0.079010587	-0.079010587
ARL4A	0.240269097	0.240269097
ARL4C	0.928453023	0.928453023
ARL4D	-0.232828293	-0.232828293
ARL5A	-0.0054171	-0.0054171
ARL5B	-0.083720237	-0.083720237
ARL5C	0.910075086	0.910075086
ARL6	0.151536139	0.151536139
ARL6IP1	-0.029011101	-0.029011101
ARL6IP4	-0.151281488	-0.151281488
ARL6IP5	0.238046898	0.238046898
ARL6IP6	-0.174018757	-0.174018757
ARL8A	0.13718948	0.13718948
ARL8B	-0.119573271	-0.119573271
ARL9	-0.226598399	-0.226598399
ARMC1	-0.146997236	-0.146997236
ARMC10	-0.004330316	-0.004330316
ARMC12	-0.022917254	-0.022917254
ARMC2	-0.237535856	-0.237535856
ARMC3	0.062370122	0.062370122
ARMC5	-0.013976794	-0.013976794
ARMC6	0.056446437	0.056446437
ARMC7	0.387671274	0.387671274
ARMC8	-0.025772817	-0.025772817
ARMC9	-0.014685899	-0.014685899
ARMCX1	0.16519006	0.16519006
ARMCX2	-0.112636272	-0.112636272
ARMCX3	0.118527941	0.118527941
ARMCX4	-0.522779597	-0.522779597
ARMCX5	-0.096221849	-0.096221849
ARMCX6	-0.124796961	-0.124796961
ARMH1	0.056305946	0.056305946
ARMH2	-0.066277342	-0.066277342
ARMH3	-0.082889445	-0.082889445
ARMH4	0.396120362	0.396120362
ARMT1	-0.183781343	-0.183781343
ARNT	-0.183095891	-0.183095891
ARNT2	-0.146371752	-0.146371752
BMAL1	0.156696368	0.156696368
BMAL2	0.269740989	0.269740989
ARPC1A	0.026705061	0.026705061
ARPC1B	-0.034235498	-0.034235498
ARPC2	0.13383186	0.13383186
ARPC3	0.10379913	0.10379913
ARPC4	0.118581372	0.118581372
ARPC5	0.172237425	0.172237425
ARPC5L	-0.083862672	-0.083862672
ARPIN	-0.115060464	-0.115060464
ARPP19	-0.53608982	-0.53608982
ARPP21	-0.158407514	-0.158407514
ARR3	-0.014010711	-0.014010711
ARRB1	0.218280654	0.218280654
ARRB2	0.494696022	0.494696022
ARRDC1	0.358990906	0.358990906
ARRDC2	0.018961188	0.018961188
ARRDC3	-0.446627305	-0.446627305
ARRDC4	0.39855192	0.39855192
ARRDC5	0.00687218	0.00687218
ARSA	0.04929286	0.04929286
ARSB	-0.044968237	-0.044968237
ARSG	-0.043959015	-0.043959015
ARSI	1.138265561	1.138265561
ARSJ	-0.0222065	-0.0222065
ARSK	0.127264822	0.127264822
ART1	0.030765695	0.030765695
ART2BP	0.366187861	0.366187861
ART3	-0.539326407	-0.539326407
ART4	-0.05856304	-0.05856304
ART5	-0.025619857	-0.025619857
ARTN	-0.248048835	-0.248048835
ARV1	0.193875588	0.193875588
ARVCF	-0.101857067	-0.101857067
ARX	0.0447021	0.0447021
AS3MT	-0.071260905	-0.071260905
ASAH1	0.139473651	0.139473651
ASAH2	0.217439056	0.217439056
ASAP1	-0.365066164	-0.365066164
ASAP2	-0.381261029	-0.381261029
ASAP3	0.561663947	0.561663947
ASB1	-0.075658408	-0.075658408
ASB10	0.058596135	0.058596135
ASB11	0.078342334	0.078342334
ASB12	0.046289173	0.046289173
ASB13	0.171333247	0.171333247
ASB14	0.025359606	0.025359606
ASB15	0.191925599	0.191925599
ASB16	-0.015203013	-0.015203013
ASB17	-0.050356567	-0.050356567
ASB18	-0.091497992	-0.091497992
ASB2	0.265731632	0.265731632
ASB3	0.097962116	0.097962116
ASB4	0.016528258	0.016528258
ASB5	-0.32962726	-0.32962726
ASB6	-0.082769511	-0.082769511
ASB7	-0.173163229	-0.173163229
ASB8	-0.060125026	-0.060125026
ASB9	-0.022917254	-0.022917254
ASCC1	-0.191266984	-0.191266984
ASCC2	-0.248731647	-0.248731647
ASCC3	0.1165818	0.1165818
ASCL2	0.093675259	0.093675259
ASCL3	-0.175356271	-0.175356271
ASCL4	-0.012685678	-0.012685678
ASF1A	-0.103636654	-0.103636654
ASF1B	-0.288252459	-0.288252459
ASGR2	0.166346359	0.166346359
ASH1L	-0.217107623	-0.217107623
ASH2L	-0.064437971	-0.064437971
ASIC1	-0.003304501	-0.003304501
ASIC2	0.007038493	0.007038493
ASIC3	0.053711595	0.053711595
ASIC4	-0.078792356	-0.078792356
ASL	0.125040167	0.125040167
ASNS	-0.193197162	-0.193197162
ASNSD1	-0.041350337	-0.041350337
ASPA	0.660498505	0.660498505
ASPDH	-0.559399932	-0.559399932
ASPG	-0.21820338	-0.21820338
ASPH	0.053193668	0.053193668
ASPHD1	-0.11937374	-0.11937374
ASPHD2	-0.160587636	-0.160587636
ASPM	-0.305674964	-0.305674964
ASPN	0.56784995	0.56784995
ASPRV1	0.017030368	0.017030368
ASPSCR1	-0.034819915	-0.034819915
ASRGL1	-0.294438698	-0.294438698
ASS1	0.150318553	0.150318553
ASTE1	-0.10738682	-0.10738682
ASTL	-0.186503775	-0.186503775
ASTN1	-0.001162053	-0.001162053
ASTN2	0.021241939	0.021241939
ASXL1	-0.322396932	-0.322396932
ASXL2	-0.36476305	-0.36476305
ASXL3	-0.015066529	-0.015066529
ATAD1	0.032851282	0.032851282
ATAD2	-0.28296225	-0.28296225
ATAD2B	-0.109577772	-0.109577772
ATAD3A	-0.231168096	-0.231168096
ATAD5	-0.323268751	-0.323268751
ATAT1	0.0297777	0.0297777
ATCAY	0.313762237	0.313762237
ATE1	-0.094424659	-0.094424659
ATF1	-0.185834837	-0.185834837
ATF2	-0.163859379	-0.163859379
ATF3	0.6918395	0.6918395
ATF4	-0.230647151	-0.230647151
ATF5	0.303314054	0.303314054
ATF6	-0.142441192	-0.142441192
ATF6B	-0.173150396	-0.173150396
ATF7	-0.305291822	-0.305291822
ATF7IP	-0.179820452	-0.179820452
ATF7IP2	-0.089086283	-0.089086283
ATG10	0.302451943	0.302451943
ATG101	-0.289535191	-0.289535191
ATG12	0.100734464	0.100734464
ATG13	-0.013043903	-0.013043903
ATG14	-0.135068373	-0.135068373
ATG16L1	0.026927685	0.026927685
ATG16L2	0.24418517	0.24418517
ATG2A	0.025522315	0.025522315
ATG2B	-0.223584748	-0.223584748
ATG3	0.01741679	0.01741679
ATG4A	-0.215593649	-0.215593649
ATG4B	-0.421668066	-0.421668066
ATG4C	0.205093837	0.205093837
ATG4D	0.101845918	0.101845918
ATG5	-0.000430406	-0.000430406
ATG7	-0.044995288	-0.044995288
ATG9A	-0.370985522	-0.370985522
ATG9B	-0.15664602	-0.15664602
ATIC	-0.228772124	-0.228772124
ATL1	-0.074884026	-0.074884026
ATL2	-0.127014169	-0.127014169
ATL3	-0.011684673	-0.011684673
ATM	-0.282297672	-0.282297672
ATMIN	-0.134105732	-0.134105732
ATN1	-0.173242816	-0.173242816
ATOH1	0.030617971	0.030617971
ATOH7	0.130147364	0.130147364
ATOH8	0.176867426	0.176867426
ATOSA	0.319154093	0.319154093
ATOSB	0.260039273	0.260039273
ATOX1	0.000560077	0.000560077
ATP10A	0.48900622	0.48900622
ATP10B	-0.146956357	-0.146956357
ATP10D	-0.083289249	-0.083289249
ATP11A	-0.130109519	-0.130109519
ATP11B	0.136128899	0.136128899
ATP11C	-0.001476999	-0.001476999
ATP12A	0.231801732	0.231801732
ATP13A1	-0.190785306	-0.190785306
ATP13A2	-0.257312277	-0.257312277
ATP13A3	-0.264071341	-0.264071341
ATP13A4	0.030773726	0.030773726
ATP13A5	0.044436433	0.044436433
ATP1A1	-0.206237157	-0.206237157
ATP1A2	-0.154158183	-0.154158183
ATP1A3	1.00100755	1.00100755
ATP1A4	-0.00710739	-0.00710739
ATP1B1	0.43960666	0.43960666
ATP1B2	0.139181039	0.139181039
ATP1B3	0.121986464	0.121986464
ATP1B4	-0.022602311	-0.022602311
ATP23	-0.444366776	-0.444366776
ATP2A1	-0.400045094	-0.400045094
ATP2A2	-0.306391428	-0.306391428
ATP2A3	0.325827489	0.325827489
ATP2B1	0.160670937	0.160670937
ATP2B2	0.045754581	0.045754581
ATP2B3	0.023186262	0.023186262
ATP2B4	0.327539297	0.327539297
ATP2C1	-0.16228148	-0.16228148
ATP2C2	0.164022449	0.164022449
ATP4A	0.153652121	0.153652121
ATP4B	-0.035687468	-0.035687468
ATP5F1A	-0.034605709	-0.034605709
ATP5F1B	-0.170066173	-0.170066173
ATP5F1C	0.096155031	0.096155031
ATP5F1D	-0.002599141	-0.002599141
ATP5MC1	0.013487172	0.013487172
ATP5MC2	0.00627735	0.00627735
ATP5MC3	0.009520994	0.009520994
ATP5PD	0.087027991	0.087027991
ATP5PF	-0.013929104	-0.013929104
ATP5MF	-0.220211768	-0.220211768
ATP5ME	-0.197091346	-0.197091346
ATP5MK	0.175631124	0.175631124
ATP5MJ	0.124763124	0.124763124
ATP5PO	0.065838039	0.065838039
ATP5PB	0.075823347	0.075823347
ATP6AP1	0.209841177	0.209841177
ATP6AP2	0.144215357	0.144215357
ATP6V0A1	-0.197500055	-0.197500055
ATP6V0A2	-0.092356039	-0.092356039
ATP6V0A4	0.159024623	0.159024623
ATP6V0B	0.092406766	0.092406766
ATP6V0C	0.018280698	0.018280698
ATP6V0D1	0.002821663	0.002821663
ATP6V0D2	1.361814716	1.361814716
ATP6V0E1	0.124525168	0.124525168
ATP6V0E2	0.024525798	0.024525798
ATP6V1A	-0.034239355	-0.034239355
ATP6V1B1	-0.047501651	-0.047501651
ATP6V1B2	0.211818908	0.211818908
ATP6V1C1	0.070179725	0.070179725
ATP6V1C2	0.296719245	0.296719245
ATP6V1D	0.174495162	0.174495162
ATP6V1E1	0.212455593	0.212455593
ATP6V1E2	0.022040347	0.022040347
ATP6V1F	0.140478911	0.140478911
ATP6V1FNB	0.004580309	0.004580309
ATP6V1G1	-0.078750076	-0.078750076
ATP6V1G2	0.029892191	0.029892191
ATP6V1H	0.230652472	0.230652472
ATP7A	-0.334327894	-0.334327894
ATP7B	-0.184722313	-0.184722313
ATP8A1	0.327242501	0.327242501
ATP8A2	0.247749106	0.247749106
ATP8B1	0.436098208	0.436098208
ATP8B2	-0.047163686	-0.047163686
ATP8B3	-0.06579319	-0.06579319
ATP8B4	0.766304175	0.766304175
ATP8B5P	-0.033538313	-0.033538313
ATP9A	0.049898261	0.049898261
ATP9B	0.019159564	0.019159564
ATPAF1	0.12574259	0.12574259
ATPAF2	-0.233866069	-0.233866069
ATP5IF1	0.124918337	0.124918337
ATPSCKMT	0.033031703	0.033031703
ATR	-0.230142602	-0.230142602
ATRAID	0.121695592	0.121695592
ATRIP	-0.248778526	-0.248778526
ATRN	-0.317957981	-0.317957981
ATRNL1	-0.300840041	-0.300840041
ATRX	-0.29875655	-0.29875655
ATXN1	0.190770352	0.190770352
ATXN10	-0.04174934	-0.04174934
ATXN1L	-0.27237637	-0.27237637
ATXN2	-0.173815075	-0.173815075
ATXN2L	-0.296288458	-0.296288458
ATXN3	-0.11013145	-0.11013145
ATXN7	0.037513881	0.037513881
ATXN7L1	0.09962287	0.09962287
ATXN7L2	-0.009968572	-0.009968572
ATXN7L3	-0.069873272	-0.069873272
ATXN7L3B	-0.089551966	-0.089551966
AUH	-0.114879253	-0.114879253
AUNIP	-0.313796636	-0.313796636
AUP1	-0.108461004	-0.108461004
AURKA	-0.174221791	-0.174221791
AURKAIP1	0.076319018	0.076319018
AURKB	-0.415451312	-0.415451312
AURKC	-0.105378036	-0.105378036
AUTS2	-0.035673962	-0.035673962
